x,y,cluster_id
11.9983,35.6189,1
-12.6213,82.4187,3
63.6896,43.0026,1
80.9667,7.65623,1
2.79955,80.3995,3
-56.7562,-4.57416,4
81.0102,-95.4837,2
58.6879,-34.3286,2
-72.5802,4.02246,4
16.3583,10.9057,1
66.4999,-41.4772,2
99.9057,18.9164,1
-41.7438,48.7741,3
46.4646,99.6216,1
99.6828,24.2668,1
-54.0378,-33.3966,0
98.5836,-43.4712,2
-31.3823,31.3773,4
12.8441,21.5871,1
55.2084,38.569,1
-60.3651,-70.1061,0
-26.8791,21.3391,4
3.65463,83.561,3
-14.0371,-94.7455,0
-45.6884,-85.7965,0
98.3237,51.4375,1
86.1372,-60.4468,2
92.6421,28.0445,1
-87.6921,-75.0804,0
-20.7264,47.6805,3
-60.0767,96.7921,3
-66.393,-93.8714,0
-34.055,90.7544,3
20.6888,-71.5254,2
-44.3209,32.5467,4
71.5208,-4.8866,2
36.6087,-2.46066,2
-61.0736,53.3993,3
-53.6459,-39.2889,0
-36.042,-42.7091,0
-95.0039,52.1474,3
71.5881,15.8006,1
13.8015,-12.6088,2
75.1372,-24.1055,2
15.3731,3.24842,4
13.0006,88.1933,1
54.7612,61.124,1
-61.7325,-35.505,0
9.71766,58.4743,1
-23.1635,-81.2527,0
-71,-15.5198,4
71.1094,34.9712,1
74.5061,-89.4889,2
97.7867,84.4296,1
-8.8278,-70.2502,0
74.2392,87.0425,1
84.3675,-17.9871,2
-92.5849,-84.2559,0
71.2772,-6.66368,2
-82.5932,7.74884,4
-34.039,13.7353,4
32.4346,-59.5954,2
53.0046,-78.4673,2
35.7139,8.8571,1
17.8643,46.5315,1
-81.5668,30.1562,3
43.0117,-42.2074,2
77.1015,-53.258,2
55.8473,-82.3233,2
95.953,-52.2283,2
77.2794,-31.6946,2
-4.29757,-7.90194,4
-38.7386,55.4969,3
66.0481,-85.0223,2
94.69,44.5871,1
87.4251,44.8054,1
74.6265,-23.1939,2
87.1246,-95.1177,2
92.6729,50.7029,1
-85.8508,-27.3506,4
-60.4454,-29.7094,4
20.9734,81.9913,1
-50.6847,-16.581,4
83.4309,-37.4566,2
23.0532,71.081,1
-28.1083,63.2337,3
92.3367,-25.7807,2
71.3875,-12.1938,2
37.7284,60.3989,1
44.96,97.4153,1
99.6653,-64.1097,2
-43.6362,60.7261,3
-80.6139,52.0333,3
58.0045,-21.4341,2
87.2667,26.4714,1
98.8729,75.3079,1
95.256,-70.9634,2
29.4204,-62.0314,2
-75.5851,-59.0336,0
57.2239,52.8041,1
35.2456,-86.7437,2
-61.0369,-58.6563,0
-89.4293,74.3969,3
5.60601,62.8145,1
56.7069,63.5026,1
38.1242,87.3238,1
72.4078,-10.7499,2
11.0512,64.823,1
-63.6785,-24.4465,4
-30.1652,-54.4057,0
51.6802,73.254,1
-44.5797,56.9216,3
37.6488,88.9562,1
92.609,-49.34,2
-62.4433,-5.08713,4
6.50142,71.8351,1
-54.5562,-85.2542,0
96.9785,55.5318,1
-50.2752,66.7944,3
78.7963,-88.3666,2
8.09902,-47.6745,2
-20.7334,4.64734,4
24.9516,25.0502,1
-32.461,-99.6326,0
67.039,33.0779,1
-42.4904,36.4389,3
61.0797,93.5835,1
20.6508,37.1834,1
-66.1035,51.4733,3
-87.7301,-16.8448,4
58.082,-54.4345,2
-88.1313,-76.2443,0
50.9647,-82.3768,2
-78.424,-73.0932,0
-76.413,-59.1139,0
13.7766,-39.3055,2
82.2326,-48.8972,2
86.8176,26.8364,1
-35.6325,-91.6975,0
-76.7639,-84.3638,0
-91.9464,65.9909,3
45.4303,80.4322,1
79.2755,-66.1575,2
42.4773,-29.8735,2
67.7778,46.5908,1
-50.0502,-71.6106,0
-22.6885,-96.009,0
-75.9635,15.5756,4
-72.5521,-99.4612,0
-22.4388,29.4925,4
49.1709,-6.52288,2
-66.5528,-24.7486,4
-12.172,82.3837,3
49.7675,19.827,1
-33.2138,-4.4455,4
93.9197,17.6481,1
97.5768,-54.8156,2
-81.2714,-25.1907,4
81.2483,-46.0165,2
40.0255,25.2668,1
-23.3297,29.156,4
7.0087,-12.8596,4
-50.2485,-77.8129,0
-93.5178,-17.7485,4
6.27662,-99.6138,0
-65.2641,-95.5845,0
-83.3501,-19.0128,4
-77.0442,-4.2527,4
64.5333,94.1797,1
84.1528,18.8763,1
-46.2008,-44.5357,0
15.2293,-49.5244,2
77.5489,-15.1717,2
-19.7672,-26.2283,4
-83.5433,-39.9934,0
14.7935,61.5596,1
96.4678,-61.5845,2
-93.8619,13.3584,4
-95.884,58.579,3
22.7958,3.47353,1
-1.45074,0.392604,4
-54.4169,-81.3375,0
82.7586,-92.4602,2
79.2641,63.6542,1
61.1417,-19.6997,2
32.7648,-79.2546,2
-55.2123,-8.65288,4
-67.502,-62.2243,0
19.1547,-61.1071,2
-8.24479,-78.1385,0
42.1599,-77.9528,2
-98.887,-22.8897,4
-64.1701,-39.81,0
67.409,52.9413,1
61.9612,-19.0734,2
87.7738,-3.49022,2
6.24834,43.9871,1
47.9827,30.9714,1
55.5793,-45.5854,2
-65.1619,-84.9863,0
16.8009,-15.9277,2
47.7146,27.4791,1
75.1765,-67.3015,2
5.85757,93.3318,3
65.7165,-72.4681,2
-85.3186,-85.1256,0
-79.7367,99.1218,3
16.2426,86.2481,1
-61.315,-70.1446,0
79.6059,17.7971,1
86.1514,-60.6687,2
22.8919,-73.7459,2
-72.9908,5.46521,4
-36.7587,20.8434,4
-92.458,28.4574,3
26.4927,-72.8923,2
8.52739,-75.5667,2
75.2926,-47.013,2
72.8973,-62.8548,2
-40.8326,-18.0387,4
-97.3831,-30.8749,0
51.6919,-38.424,2
-67.8393,73.338,3
45.0961,-72.9742,2
-11.1036,-62.9993,0
44.4576,55.9627,1
-42.0648,48.74,3
-25.8926,35.0349,4
37.8604,76.7131,1
77.2758,-61.3537,2
-63.16,5.04671,4
44.8695,61.5343,1
59.0203,-5.89582,2
89.1925,61.1193,1
-86.0207,-32.049,0
90.5811,-27.8245,2
-3.4454,88.7021,3
33.7933,-52.7693,2
26.7965,-35.1906,2
-10.4394,61.3869,3
14.9852,84.4492,1
77.7722,57.9686,1
96.218,33.3652,1
-78.0713,-33.0244,0
29.7055,17.8093,1
-18.4578,45.4795,3
-81.7742,54.4552,3
27.2702,-97.3194,2
-88.5899,-57.7958,0
-77.2998,86.8808,3
-34.5244,35.9116,3
11.0661,85.0246,1
23.9626,58.179,1
-89.9612,37.1618,3
70.1776,35.4178,1
-97.6985,59.4392,3
88.0733,-61.9693,2
87.7387,-3.41694,2
-27.6353,2.2506,4
-87.4542,-82.1686,0
24.7681,67.4737,1
40.065,-66.1554,2
-9.09399,43.4469,3
-84.0688,90.4028,3
-47.9683,15.1319,4
36.7898,26.89,1
16.4841,14.8343,1
-97.67,-54.9844,0
42.3998,-77.2358,2
76.5742,2.04467,1
-54.4576,-34.8111,0
99.1954,60.5156,1
-75.0736,-37.3865,0
36.4423,-74.2303,2
79.9075,-17.3098,2
35.3347,6.87797,1
-34.6782,64.6897,3
-80.475,-97.2159,0
62.4714,34.9056,1
11.9313,-98.1388,2
-77.9676,-2.91618,4
58.8955,47.2962,1
-60.0752,54.2603,3
55.6208,4.60212,1
93.787,-73.0921,2
-88.7326,-44.5131,0
31.6725,75.1893,1
-40.2969,-14.4679,4
-44.9406,55.1365,3
-68.5986,-9.693,4
-7.34874,-1.66969,4
69.0357,-10.2953,2
-48.6365,10.2788,4
-9.9781,-45.5986,0
-9.69821,70.6773,3
-53.5142,-0.603527,4
-70.2025,84.3929,3
-74.4976,17.6045,4
27.0077,5.01056,1
9.44265,-64.351,2
31.3008,-80.5299,2
30.5246,-77.2405,2
21.937,-16.675,2
-4.50895,-46.297,0
21.3606,-45.1134,2
28.4008,98.2001,1
70.289,-32.2827,2
-38.6897,-64.2349,0
-1.84684,-32.9875,4
-15.5861,-91.5267,0
75.6992,-14.4517,2
23.6854,-39.1894,2
-11.0769,-24.8614,4
-55.9542,-58.9422,0
-58.3108,-10.9809,4
11.2824,-38.7042,2
19.9292,-70.4196,2
90.8548,58.9143,1
93.578,-50.6638,2
75.3665,97.2928,1
-96.8912,45.7447,3
-78.1732,-62.1426,0
-41.6421,-32.5741,4
29.7858,65.2366,1
5.98085,69.1257,1
19.4349,62.3266,1
-83.4391,42.3178,3
-20.711,-41.859,0
-90.5307,63.9737,3
-23.9017,-87.4203,0
-12.0354,21.6443,4
50.4112,28.3148,1
-16.2639,-28.9321,4
-83.0835,41.4764,3
3.72926,-13.2395,4
-17.626,-16.5809,4
-23.2588,-26.2823,4
4.3995,-48.5444,2
95.0144,-25.4824,2
4.62465,-44.0699,2
-49.1867,71.5844,3
-99.2147,38.9318,3
94.7296,-58.4312,2
-26.2007,16.0513,4
10.3731,9.24116,4
2.25546,70.3943,1
17.1259,-9.63286,2
37.0294,-77.4409,2
-23.1004,42.8478,3
-32.5972,47.9172,3
-23.3879,-47.9432,0
95.5106,-9.23732,2
-35.1063,-84.2993,0
41.8909,3.54623,1
96.9899,-35.0455,2
29.8656,-39.8755,2
63.7141,-78.1612,2
33.0633,95.6009,1
-77.8806,32.998,3
-25.7906,41.4394,3
1.09105,54.2432,1
25.1229,27.6427,1
44.1146,83.8482,1
24.3795,51.8286,1
87.4616,-17.5029,2
51.2748,55.1421,1
-55.9321,94.7816,3
-64.3576,50.8239,3
-57.1241,45.0299,3
-6.32545,98.8077,3
35.9219,1.74395,1
-39.802,71.9648,3
68.6182,57.243,1
8.08823,-97.6434,2
-90.4365,96.6885,3
-26.4913,-69.9203,0
-40.6117,-55.4929,0
73.3886,-78.133,2
54.7593,-5.13321,2
87.171,15.2504,1
49.0962,-22.0405,2
-1.12107,-77.9144,0
-34.9679,46.681,3
35.3968,-57.6886,2
-73.3012,45.1759,3
91.4347,-10.7028,2
90.482,-33.6444,2
31.2394,-61.6161,2
-36.1121,-40.9524,0
66.2024,70.0767,1
-27.8305,29.3194,4
1.92016,-61.2087,2
-94.4396,-94.8581,0
-6.31707,91.8866,3
-47.4485,60.583,3
-52.1216,21.7471,4
69.7322,96.2094,1
45.2865,72.8073,1
-23.4653,61.3772,3
93.4997,62.0512,1
80.4601,-3.15096,2
75.1569,2.52528,1
-31.8344,31.6059,4
11.6358,28.6045,1
-56.2349,-25.4751,4
-17.2051,71.062,3
-29.3671,25.6279,4
-38.5431,30.6362,4
7.66066,-16.3696,4
-64.8745,57.8128,3
-15.5795,93.513,3
46.7126,-38.085,2
21.4529,79.3045,1
89.7787,24.7347,1
17.3881,14.2406,1
-1.15667,13.5695,4
-64.6905,18.2162,4
14.9405,-66.7637,2
-37.8935,67.3136,3
-37.981,-71.2602,0
28.0292,-21.8859,2
-51.5994,-50.0264,0
-84.6753,54.5324,3
-33.176,-86.6986,0
4.86045,71.1384,1
39.0496,-74.2719,2
-45.1763,-53.4773,0
-27.0766,47.1767,3
38.1824,-37.8692,2
13.5384,-43.5409,2
-51.6556,-18.014,4
37.6503,-13.2785,2
-34.5622,-36.6643,0
-24.0154,-53.3829,0
86.3275,55.1718,1
58.3866,-27.1546,2
18.6926,74.8375,1
-11.9515,8.8112,4
83.2614,-35.1348,2
-60.7836,42.4685,3
26.8108,-8.91286,2
-27.111,-5.08959,4
56.7417,79.1632,1
-90.0862,78.1089,3
-16.2696,83.5805,3
33.5495,15.5418,1
15.4687,-53.1373,2
-63.6324,48.0318,3
-15.618,53.6182,3
-30.5303,94.8311,3
-33.801,-8.37807,4
11.0207,-37.1447,2
7.10644,96.3426,1
98.1078,74.0288,1
-9.22123,-47.6259,0
-53.8282,-11.7834,4
-55.7363,-60.0088,0
20.8859,30.7985,1
-18.9802,91.393,3
97.1152,3.86879,1
-33.2379,-80.3319,0
20.2515,-32.2854,2
-86.8772,-9.39766,4
-60.7871,66.2915,3
-79.2012,46.053,3
-71.6781,-7.31345,4
95.4419,-51.2047,2
53.6874,-92.549,2
-72.5258,-69.1817,0
67.4333,-21.3285,2
53.9356,49.5451,1
37.7296,-40.8369,2
-91.0594,-68.8245,0
18.0189,54.7069,1
-4.40781,7.96295,4
-31.0036,48.6942,3
29.1666,88.5136,1
77.5266,-43.8604,2
35.4119,34.7371,1
-69.6164,-4.14578,4
27.5445,17.6265,1
53.9373,12.4993,1
-46.0879,37.0486,3
76.7121,-95.6537,2
59.059,10.9801,1
-3.0248,38.0553,4
59.6657,-21.5958,2
-90.6519,91.4734,3
-19.3859,49.865,3
-98.1288,95.6408,3
-14.4532,-90.4912,0
-87.1251,27.0884,4
18.6252,45.6208,1
-13.5348,-78.7496,0
45.0176,98.7157,1
48.7733,43.1122,1
-77.5779,14.6649,4
-29.8684,-38.0803,0
-32.9079,-19.7912,4
6.5414,-32.082,2
-80.0608,-17.501,4
-16.3075,12.6113,4
-34.2669,-33.9002,4
-47.1916,70.8687,3
-93.171,-78.1375,0
-59.9347,-48.3289,0
-68.66,68.2536,3
-48.2949,-7.09246,4
54.4347,-55.124,2
71.7052,-77.4262,2
47.8866,18.7445,1
-45.4325,72.8654,3
-86.3801,8.91366,4
73.6577,71.5612,1
-72.7287,-25.1356,4
48.7291,28.6772,1
-12.667,-59.6189,0
-36.7962,-2.31065,4
-94.9721,49.5906,3
54.5001,53.9425,1
-66.6367,59.0289,3
-83.4873,9.65066,4
-90.9557,69.1658,3
71.6041,-49.1706,2
-43.8344,-71.5425,0
-85.3609,7.99874,4
-82.8631,90.757,3
78.2356,-91.5048,2
-24.6111,-93.016,0
79.511,67.7969,1
-34.9392,-13.9065,4
52.1609,28.0793,1
-53.3857,-36.1493,0
78.2955,-94.0017,2
46.2551,-47.0505,2
97.0409,47.5456,1
12.3025,70.3423,1
-14.7741,82.6552,3
-57.5787,-25.2475,4
-76.1386,-62.7226,0
-4.61385,83.889,3
94.917,77.629,1
89.1241,22.3871,1
90.0875,43.382,1
-53.4605,69.1112,3
-29.7274,12.2799,4
-25.0727,46.2255,3
-62.5544,-5.13998,4
-97.8507,-20.0744,4
-72.0929,34.6793,3
-10.3128,62.6058,3
50.3052,47.9266,1
64.2483,-64.4658,2
-26.8846,-22.6365,4
86.2915,63.8495,1
-8.61319,-78.0905,0
-70.5851,14.5102,4
8.75661,-93.396,2
-69.8364,34.4436,3
-85.0578,-21.6933,4
-54.557,-26.1579,4
-1.99631,-22.1447,4
-7.48124,-27.5902,4
-2.71336,-13.9441,4
-43.8531,28.0187,4
-87.9628,-62.6568,0
-65.5279,63.0088,3
-81.7661,-44.2858,0
-38.4409,-84.8421,0
72.8093,87.8346,1
8.97125,56.0925,1
-78.9533,-15.692,4
-73.7655,97.1341,3
-20.8293,33.0847,4
54.2615,60.0865,1
-16.1903,-16.325,4
-4.49073,-20.1177,4
-27.6423,11.9355,4
-44.4359,7.67559,4
75.0624,11.0395,1
24.2024,-97.4529,2
16.2129,-45.1645,2
-26.2227,67.9273,3
67.1568,20.8856,1
-83.5824,-38.8188,0
89.2949,59.3451,1
95.8906,90.661,1
46.3647,28.1881,1
48.3954,-5.86587,2
6.47334,8.94969,4
-53.9264,57.7344,3
18.3988,-19.5213,2
18.5938,51.5385,1
5.51039,-2.92276,4
27.32,-12.0941,2
-68.3311,67.9939,3
-96.5131,-13.435,4
-8.00891,-45.7291,0
38.3977,9.93688,1
18.9799,2.91473,1
11.2881,56.1545,1
86.0204,-5.09316,2
-60.7432,39.8359,3
33.9871,30.3803,1
60.0663,-68.6446,2
-22.3844,55.0839,3
43.7905,-63.4156,2
83.9512,-19.9051,2
-84.3629,-82.1224,0
-58.3438,79.1554,3
67.1045,-70.8605,2
-48.047,5.75602,4
5.82643,-24.488,2
-79.0478,87.1701,3
-21.3948,-6.42124,4
-67.3174,-0.0477612,4
-1.47044,10.8717,4
98.1187,52.9305,1
16.2003,-73.475,2
71.3941,40.6515,1
-22.1287,76.1692,3
63.2659,-87.5037,2
93.4363,40.953,1
85.4539,-36.1596,2
-7.75117,49.3858,3
-76.6,-83.1225,0
87.3342,-9.33719,2
68.9801,7.40222,1
17.5271,-60.6518,2
17.7982,-28.8462,2
81.0093,-29.7722,2
85.4106,53.1495,1
67.2427,-39.0247,2
-53.4911,43.6971,3
73.648,0.282788,1
1.7,92.6248,3
-4.26605,-5.56534,4
43.5081,-71.9216,2
18.5882,-14.3282,2
27.9721,-24.6396,2
31.9554,-76.6174,2
90.6484,29.6,1
-71.5431,0.439608,4
-83.8565,-99.5088,0
45.3388,-41.4082,2
-91.2865,39.6299,3
52.199,-95.6817,2
67.1094,60.4151,1
16.035,78.6238,1
63.7543,39.2066,1
-19.3356,40.8884,3
11.7079,36.6159,1
-40.1335,69.8864,3
-77.7776,98.1582,3
5.38309,-75.198,2
81.1712,-12.4772,2
32.6259,-72.9598,2
-7.53255,22.2168,4
99.1333,83.5677,1
17.8427,-63.0754,2
71.6501,30.1076,1
-76.3879,98.6752,3
46.708,-11.1898,2
52.3631,-80.8636,2
-35.9876,-67.5648,0
14.8655,42.723,1
72.9155,31.4218,1
-24.446,85.4529,3
-87.6408,49.8548,3
-46.591,-71.7761,0
25.3902,76.8846,1
52.4893,-60.3926,2
85.2261,-30.6482,2
85.723,34.0424,1
-45.9345,51.1397,3
9.88559,66.4176,1
-53.7194,-66.0293,0
-68.4592,22.699,4
-68.4889,91.2252,3
-51.0156,75.9627,3
21.9427,69.6446,1
57.1311,-27.7407,2
61.9221,-40.8443,2
63.4415,20.3905,1
49.1231,-20.3663,2
36.1944,-43.8663,2
-48.7843,-87.3348,0
90.0293,73.5113,1
-10.0946,29.2564,4
-69.1405,-8.31503,4
70.5034,39.8715,1
88.6274,57.698,1
-46.667,-89.1719,0
-6.1512,-8.11392,4
44.3264,-37.5095,2
-85.0654,-77.9725,0
19.3548,84.4282,1
26.0778,-1.28071,2
73.1532,99.7213,1
90.6554,-52.1391,2
76.1477,-84.6829,2
23.4341,-39.8393,2
-62.6294,92.1904,3
57.8649,-96.0121,2
61.9854,43.6222,1
-36.8986,-73.4434,0
-68.0886,-95.9043,0
-40.076,-95.5016,0
-24.0834,-50.953,0
-30.129,61.2272,3
67.0136,-85.166,2
57.0723,96.443,1
-95.6576,-52.8268,0
70.7789,20.5393,1
-68.9493,-49.2297,0
53.4893,28.2299,1
44.5438,-44.1086,2
-21.8453,15.1823,4
-17.3146,-85.7101,0
46.4007,5.53147,1
-62.6773,77.0248,3
-16.9854,-67.7915,0
51.6084,-34.9501,2
19.5452,9.63239,1
17.0704,-48.7137,2
55.1666,-21.8641,2
92.4776,-6.78409,2
75.1691,68.3856,1
-82.5916,-1.05561,4
36.3396,16.8271,1
43.3933,70.1261,1
-48.6051,-9.95227,4
-70.5294,2.88377,4
-32.6649,83.2979,3
10.9618,47.6363,1
68.3422,95.7869,1
-46.8565,-9.66763,4
-29.9772,-89.4678,0
-66.8043,33.4224,3
50.2185,-74.0777,2
79.4259,-52.1041,2
-42.6092,-0.327075,4
42.3324,68.2355,1
97.0564,22.8355,1
-42.4663,90.2833,3
82.2953,57.8771,1
-25.0812,50.677,3
-90.9047,26.5916,4
-29.5712,94.9533,3
-4.9946,9.22891,4
43.0858,91.151,1
-92.5094,-48.0675,0
-60.1566,-90.1604,0
18.2066,-75.2428,2
84.7489,70.0317,1
-23.0472,44.5678,3
16.5277,64.9274,1
63.0312,33.2609,1
8.84745,-32.0947,2
16.8573,74.6025,1
-88.3945,-30.3398,0
-8.0386,97.448,3
-92.1528,9.7212,4
-72.5148,-4.61184,4
-34.3012,-85.8058,0
-93.8614,72.2569,3
5.73996,11.5302,4
-30.3594,-8.18518,4
58.8521,24.6101,1
-69.244,70.3091,3
83.4835,86.5806,1
-13.9857,-60.5184,0
-83.2639,-34.3742,0
0.982499,81.6587,3
-91.9929,-12.576,4
-83.0163,93.5197,3
-5.81965,83.6969,3
76.8328,75.6299,1
21.9345,-55.3398,2
54.3831,-51.5552,2
57.9951,-42.9176,2
-24.6485,40.8593,3
1.24958,7.15663,4
59.7752,-47.534,2
95.6604,66.8248,1
70.6064,33.6543,1
-16.7595,-91.3207,0
-5.25865,37.4447,4
-42.3,-16.1886,4
15.8182,53.9445,1
56.9841,95.2985,1
19.1522,-39.2341,2
-58.9178,-24.8009,4
3.12672,-22.1401,4
55.0709,29.2954,1
-30.8367,-70.7534,0
41.0338,87.195,1
-87.4038,-58.4233,0
-8.25307,88.4698,3
-34.9893,-71.5255,0
96.1352,22.9043,1
74.1718,34.8066,1
-81.64,2.42476,4
-78.7299,45.8316,3
-57.5589,90.2624,3
-76.0462,-72.9163,0
58.5381,89.89,1
8.248,39.6145,1
-67.2179,-84.9381,0
97.7736,-70.327,2
35.267,-87.0944,2
78.0739,72.7469,1
-49.2871,27.3165,4
21.8171,-33.7783,2
25.9095,70.7112,1
-26.4722,-22.3129,4
-46.0682,-29.7405,4
24.4695,-15.2367,2
39.4366,25.1811,1
-49.1799,69.372,3
69.3709,-79.4087,2
89.8356,-1.65938,2
85.6482,4.51488,1
-16.2403,-77.2566,0
71.5855,18.5181,1
37.0855,98.0169,1
-87.8328,72.4554,3
-31.5279,-47.7253,0
72.8009,-29.4711,2
-37.8595,36.3109,3
33.3488,54.2623,1
30.1746,-47.1946,2
-64.7176,-6.1442,4
-63.7955,-4.0983,4
81.5696,-79.845,2
-75.6787,42.7957,3
94.3394,-85.1868,2
0.817573,57.1177,1
62.3236,82.2334,1
-32.0694,-78.1118,0
-54.1023,51.426,3
44.6294,59.139,1
-25.3562,-1.03844,4
-43.0729,-63.6692,0
67.6557,54.7778,1
-51.6836,-21.511,4
90.4211,53.337,1
10.1434,-50.5723,2
-61.9735,-97.0743,0
77.4443,64.1646,1
-95.2184,-10.0148,4
-43.4015,-31.4578,4
-14.5274,-80.8444,0
-8.48058,-76.9363,0
91.7285,75.9656,1
12.4391,57.7363,1
57.1701,35.1393,1
-79.8853,-22.3237,4
45.985,-50.0287,2
10.6787,-48.9266,2
86.7081,-25.8952,2
52.5125,97.7216,1
86.5186,22.5198,1
-77.6159,66.7538,3
58.377,-76.9926,2
72.3767,-33.0301,2
79.967,-77.886,2
-57.5332,98.7446,3
-88.2637,41.6527,3
67.1782,36.9206,1
21.999,30.5753,1
-25.7195,-53.0718,0
-83.4738,-2.53413,4
64.315,97.0083,1
-4.78975,-79.8294,0
-75.5745,-29.8355,4
36.9956,-55.2343,2
4.49549,98.5376,3
-85.7696,32.9749,3
54.1963,35.9974,1
33.6805,59.1575,1
-95.6173,-57.9225,0
47.6345,-8.75081,2
-61.0674,-89.7696,0
-37.4557,-95.0434,0
-28.2703,92.045,3
-57.467,76.3779,3
-75.8639,28.3417,4
27.1957,17.2414,1
-27.0461,73.2737,3
14.1568,79.3441,1
-4.06255,11.6428,4
87.1328,-75.6723,2
-15.04,-64.0597,0
13.8947,51.8224,1
91.1072,-69.1144,2
5.13196,24.2708,1
88.5655,-60.9548,2
-2.40414,64.8739,3
59.294,-59.7143,2
87.4966,-74.061,2
98.1383,38.4264,1
37.4385,76.8874,1
-7.96535,-12.6342,4
71.8781,36.0297,1
-84.4696,-42.0494,0
56.7616,54.1748,1
85.6766,0.00863075,1
-52.1727,-48.0474,0
8.39591,-74.046,2
-6.2088,83.7551,3
35.5965,-95.5811,2
-87.3192,-33.3157,0
25.1346,82.5543,1
-21.0449,-42.6199,0
-40.4742,-98.4481,0
61.8119,73.7111,1
-59.949,-49.733,0
-30.1788,24.4468,4
-46.7399,81.1785,3
40.0154,-89.1682,2
30.1587,-67.6346,2
-20.1982,-23.3266,4
-50.4124,15.0464,4
-61.4341,-9.5632,4
-2.04627,-86.6538,0
-12.3489,-99.2537,0
96.1149,90.1361,1
-65.7656,0.255823,4
28.7196,-63.5534,2
18.6036,12.3732,1
-53.9871,95.9116,3
-35.0173,47.1876,3
33.58,47.5917,1
51.7301,-16.553,2
-74.1445,-10.0986,4
-43.5396,53.498,3
-3.47679,-20.8348,4
64.1932,-9.8114,2
13.4978,71.5809,1
-80.3807,15.7004,4
97.6126,-76.0789,2
70.3182,50.23,1
10.7519,6.17106,4
-68.4129,26.6291,4
-73.3624,58.7361,3
24.2641,-61.2506,2
24.0831,-56.5699,2
-98.2203,-43.088,0
8.50799,-44.8478,2
-56.515,-78.6217,0
76.865,19.8429,1
1.72257,98.0788,3
30.4097,39.8968,1
27.7806,52.9467,1
-68.012,5.68004,4
-26.9106,60.7934,3
-19.1149,-84.2363,0
-15.6741,34.6264,4
6.96124,-13.8359,4
-21.9666,83.72,3
-73.3905,-41.5887,0
75.1914,-79.9524,2
-74.0636,-88.6862,0
-62.7178,-73.3891,0
59.6503,37.4455,1
20.6171,-53.5635,2
15.8983,11.4108,1
13.6138,-31.7154,2
95.3854,19.6885,1
-43.9266,7.36599,4
92.356,-66.7338,2
52.8704,71.3188,1
-74.5341,14.8909,4
59.9513,83.2732,1
65.0153,64.7919,1
64.3778,38.7506,1
84.4286,84.9007,1
28.7087,9.67175,1
94.0188,19.9293,1
-95.4693,98.3591,3
39.4518,-92.5066,2
79.3915,-32.6514,2
-12.4173,52.2271,3
20.2738,-57.9797,2
-99.783,7.73396,4
-92.1457,14.9188,4
-2.92469,-57.2953,0
20.6199,-95.8484,2
-3.05914,3.90227,4
9.87236,-63.1199,2
-73.7941,97.3711,3
92.5965,42.4512,1
-14.9557,45.8012,3
-91.6054,99.6288,3
-85.5861,-26.6445,4
-42.5394,4.72816,4
78.7978,83.1281,1
21.064,-34.57,2
93.2029,78.7348,1
83.1547,-82.8254,2
96.679,5.7937,1
20.9122,-0.87499,2
-78.649,51.5749,3
45.6891,-14.6519,2
37.7309,-68.409,2
40.4273,95.5467,1
-93.5959,-90.9062,0
-93.6704,26.7668,4
90.4068,44.8433,1
37.6923,-13.0009,2
-97.7859,-22.2479,4
89.301,-66.3412,2
29.7551,85.2612,1
71.3059,-13.0765,2
71.8412,13.128,1
62.8329,73.9066,1
37.5733,-26.2878,2
66.2706,52.0824,1
-28.584,74.6405,3
25.5476,87.7378,1
-17.3142,68.601,3
-56.6605,-77.2232,0
14.2618,5.90171,4
-23.3851,96.2833,3
19.5195,-24.9958,2
3.12859,9.86702,4
29.5405,-55.5753,2
-21.8202,-7.96787,4
-54.8244,-36.1302,0
63.1476,-69.7948,2
48.9139,5.71505,1
89.4932,7.57121,1
-44.9979,10.148,4
48.488,-39.541,2
91.4081,51.7207,1
65.2869,13.1016,1
-57.166,-16.5065,4
-33.7904,72.3356,3
59.4132,-96.6002,2
62.0882,0.548661,1
-22.0646,70.8552,3
93.6385,75.9498,1
-20.3815,-62.5579,0
-65.1318,35.5409,3
-88.0755,35.1916,3
76.0515,-68.2761,2
-47.9406,86.9435,3
-2.19033,36.6201,1
-32.9626,-10.5651,4
-94.3145,-74.616,0
11.6802,61.3698,1
-70.1515,96.9776,3
51.4012,-55.3527,2
26.5828,50.3638,1
85.7867,-75.5015,2
-58.4911,22.486,4
40.4323,-29.2316,2
95.6083,-93.8489,2
-86.2232,-14.5348,4
72.5408,93.6643,1
3.90785,52.6073,1
-24.4732,-76.4678,0
4.81064,-30.6188,2
24.4353,-14.4564,2
-65.874,8.55319,4
-55.7128,86.7753,3
-47.7098,-91.2502,0
5.84279,61.5002,1
46.5468,92.9843,1
-63.9866,-26.3189,4
58.0162,2.4727,1
64.4602,81.318,1
-56.8151,73.0814,3
69.8675,33.5459,1
-4.13819,83.4393,3
48.2678,42.3472,1
-0.382322,-42.2966,2
-4.10118,39.8307,3
68.6219,86.6155,1
-73.1373,27.6385,4
-46.0151,66.9609,3
-10.8677,-98.9889,0
71.3622,30.3851,1
83.0695,27.947,1
-91.1059,48.7053,3
45.5757,-24.5423,2
-23.524,-85.6182,0
-91.1237,42.4162,3
36.0033,-1.19506,2
41.7756,-30.4891,2
-54.8794,18.9596,4
-58.1181,99.15,3
58.8511,74.9974,1
